category,item_key,name,qty,notes,aliexpress_url,amazon_url,pcbway_url,other_urls,all_urls
Mechanical Components,servo-horns,Servo horns,4,RC Car Steering Servo Horn Arm 25T Teeth Long,https://s.click.aliexpress.com/e/_c3qWmlYf,https://geni.us/KN5c9Mg,,,https://s.click.aliexpress.com/e/_c3qWmlYf | https://geni.us/KN5c9Mg
Mechanical Components,heatsinks,Heatsinks,12,"6mm, black. Cut in half for each servo",https://s.click.aliexpress.com/e/_c3aKP3CR,https://geni.us/lxJBOw,,,https://s.click.aliexpress.com/e/_c3aKP3CR | https://geni.us/lxJBOw
Mechanical Components,servo-discs,Servo Discs,10,with screws.,https://s.click.aliexpress.com/e/_c3ajtifh,https://geni.us/ZDgXW,,,https://s.click.aliexpress.com/e/_c3ajtifh | https://geni.us/ZDgXW
Mechanical Components,threaded-rods-long,Threaded rods - Long,4,M3 x 110mm (cut to length if needed),https://s.click.aliexpress.com/e/_c4UsQtab,https://geni.us/M8sIZIp,,,https://s.click.aliexpress.com/e/_c4UsQtab | https://geni.us/M8sIZIp
Mechanical Components,threaded-rods-short,Threaded rods - Short,4,M3 x 25mm (cut to length if needed),https://s.click.aliexpress.com/e/_c4ohc7TN,https://geni.us/IXWZiC0,,,https://s.click.aliexpress.com/e/_c4ohc7TN | https://geni.us/IXWZiC0
Mechanical Components,magnets,Magnets,8,Used to hold fans in place,https://s.click.aliexpress.com/e/_c4PVNdwL,https://geni.us/OPu9pBg,,,https://s.click.aliexpress.com/e/_c4PVNdwL | https://geni.us/OPu9pBg
Mechanical Components,ballt-joint-long-joint,Ballt Joint (Long joint),8,S - 3mm L30mm M3,https://s.click.aliexpress.com/e/_c4BWGoqR,https://geni.us/DR5Z7v,,,https://s.click.aliexpress.com/e/_c4BWGoqR | https://geni.us/DR5Z7v
Mechanical Components,ball-join-short-joint,Ball Join (Short Joint),8,N - 3mm L20mm M3,https://s.click.aliexpress.com/e/_c4BWGoqR,https://geni.us/BkDvnH,,,https://s.click.aliexpress.com/e/_c4BWGoqR | https://geni.us/BkDvnH
Mechanical Components,on-off-switch,On/off Switch,1,20A at 14VDC rated,https://s.click.aliexpress.com/e/_c2x5Xvx9,https://geni.us/dgsSxN,,,https://s.click.aliexpress.com/e/_c2x5Xvx9 | https://geni.us/dgsSxN
Mechanical Components,spring,Spring,1,For battery latch mechanism. 35mm long x 7mm OD,https://s.click.aliexpress.com/e/_c38DYmvz,https://geni.us/t9JlB,,,https://s.click.aliexpress.com/e/_c38DYmvz | https://geni.us/t9JlB
Mechanical Components,smooth-rod-3x80,Smooth Rod 3x80,1,For battery hinge mechanism 3x75-80mm (cut to length if needed),https://s.click.aliexpress.com/e/_c3QIiv61,https://geni.us/6dBY98,,,https://s.click.aliexpress.com/e/_c3QIiv61 | https://geni.us/6dBY98
Mechanical Components,male-connector-for-peripherals,Male Connector (for peripherals),12,B2B-PH-K-S(LF)(SN),https://s.click.aliexpress.com/e/_c3eOJxcB,https://geni.us/g3jfpk7,,,https://s.click.aliexpress.com/e/_c3eOJxcB | https://geni.us/g3jfpk7
Mechanical Components,socket-for-connectors,Socket for Connectors,25,SPH-002T-P0.5S,https://s.click.aliexpress.com/e/_c4XMd4bp,https://geni.us/FWRkK,,,https://s.click.aliexpress.com/e/_c4XMd4bp | https://geni.us/FWRkK
Mechanical Components,female-connector-for-peripherals,Female Connector (for peripherals),12,PHR-2,https://s.click.aliexpress.com/e/_c3AkcVdD,https://geni.us/Auyl1wR,,,https://s.click.aliexpress.com/e/_c3AkcVdD | https://geni.us/Auyl1wR
Mechanical Components,capacitor,Capacitor,1,"2200uF 16VDC Electrolytic RB Capacitor ,For servo board",https://s.click.aliexpress.com/e/_c4N6hXdZ,https://geni.us/Hxr7KrE,,,https://s.click.aliexpress.com/e/_c4N6hXdZ | https://geni.us/Hxr7KrE
Mechanical Components,reverse-polarity-protection-diode,Reverse Polarity Protection Diode,1,B160-13-F,https://s.click.aliexpress.com/e/_c3GnIKbp,https://geni.us/2JNVK,,,https://s.click.aliexpress.com/e/_c3GnIKbp | https://geni.us/2JNVK
Mechanical Components,ferrules,Ferrules,-,"Optional, if used need approx 20 across robot",https://s.click.aliexpress.com/e/_c4b0JD7N,https://geni.us/uW3lDP,,,https://s.click.aliexpress.com/e/_c4b0JD7N | https://geni.us/uW3lDP
Mechanical Components,terminal-blocks,Terminal Blocks,8,1935776,https://s.click.aliexpress.com/e/_c4pZ8KUj,https://geni.us/jVKo7C,,,https://s.click.aliexpress.com/e/_c4pZ8KUj | https://geni.us/jVKo7C
Mechanical Components,100k-resistors,100k resistors,-,For dividing the voltage at the buck converter so that it is readable by the nano,https://s.click.aliexpress.com/e/_c3fDqW83,https://geni.us/CDzFOW,,,https://s.click.aliexpress.com/e/_c3fDqW83 | https://geni.us/CDzFOW
Mechanical Components,47k-resistor,47k Resistor,1,CRGCQ1206F47K,https://s.click.aliexpress.com/e/_c4c1Cx8n,https://geni.us/wGvVe,,,https://s.click.aliexpress.com/e/_c4c1Cx8n | https://geni.us/wGvVe
Mechanical Components,10k-resistor,10k resistor,-,CRGCQ0805F10K,https://s.click.aliexpress.com/e/_c4c1Cx8n,https://geni.us/aShan4,,,https://s.click.aliexpress.com/e/_c4c1Cx8n | https://geni.us/aShan4
Mechanical Components,heat-shrink,Heat Shrink,-,"Only small amount required, for covering exposed solid-core wires",https://s.click.aliexpress.com/e/_c30Kx0Xt,https://geni.us/QeW8,,,https://s.click.aliexpress.com/e/_c30Kx0Xt | https://geni.us/QeW8
Mechanical Components,power-delivery-wire,Power Delivery Wire,-,"Minimum 12AWG, for wires expected to carry current above 2A and/or voltage above 5V",https://s.click.aliexpress.com/e/_c3XeHXW7,https://geni.us/XebB,,,https://s.click.aliexpress.com/e/_c3XeHXW7 | https://geni.us/XebB
Mechanical Components,connection-wire,Connection Wire,-,"19-30AWG, recommend solid core, used for all other wires",https://s.click.aliexpress.com/e/_c3XeHXW7,https://geni.us/BbErE,,,https://s.click.aliexpress.com/e/_c3XeHXW7 | https://geni.us/BbErE
Fasteners,mc6s-m2x8,MC6S-M2x8,8,M2 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/rs8P,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/rs8P
Fasteners,m6cs-m2x4,M6CS-M2x4,14,M2 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/rs8P,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/rs8P
Fasteners,mc6s-m2-5x6,MC6S-M2.5x6,8,M2.5 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/Dwz2G,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/Dwz2G
Fasteners,mc6s-m3x8h,MC6S-M3x8H,38,M3 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/opo4e,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/opo4e
Fasteners,mc6s-m3x10h,MC6S-M3x10H,4,M3 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/BrqdjZP,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/BrqdjZP
Fasteners,mc6s-m3x14h,MC6S-M3x14H,6,M3 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/pltePAU,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/pltePAU
Fasteners,mc6s-m3x20h,MC6S-M3x20H,16,M3 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/9za99,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/9za99
Fasteners,mc6s-m3x25,MC6S-M3x25,4,M3 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/W5BJX,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/W5BJX
Fasteners,mc6s-m4x25h,MC6S-M4x25H,4,M4 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/rjvj,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/rjvj
Fasteners,mc6s-m4x16h,MC6S-M4x16H,4,M4 - Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c4bQkDH7,https://geni.us/wGOaQNE,,,https://s.click.aliexpress.com/e/_c4bQkDH7 | https://geni.us/wGOaQNE
Fasteners,mf6s-m3x8,MF6S-M3x8,52,M3 - Countersunk Socket Head Cap Screw,https://s.click.aliexpress.com/e/_c3LeLqlR,https://geni.us/5EC13,,,https://s.click.aliexpress.com/e/_c3LeLqlR | https://geni.us/5EC13
Fasteners,k6s-m3x8,K6S - M3x8,4,M3 - Socket Button Head Screw,https://s.click.aliexpress.com/e/_c3uHOBwN,https://geni.us/Ggr2,,,https://s.click.aliexpress.com/e/_c3uHOBwN | https://geni.us/Ggr2
Fasteners,k6s-m3x10,K6S - M3x10,10,M3 - Socket Button Head Screw,https://s.click.aliexpress.com/e/_c3uHOBwN,https://geni.us/Tn9Jbag,,,https://s.click.aliexpress.com/e/_c3uHOBwN | https://geni.us/Tn9Jbag
Fasteners,k6s-m3x16,K6S - M3x16,36,M3 - Socket Button Head Screw,https://s.click.aliexpress.com/e/_c3uHOBwN,https://geni.us/NH5M,,,https://s.click.aliexpress.com/e/_c3uHOBwN | https://geni.us/NH5M
Fasteners,k6s-m3x20,K6S - M3x20,20,M3 - Socket Button Head Screw,https://s.click.aliexpress.com/e/_c3uHOBwN,https://geni.us/h6GNo,,,https://s.click.aliexpress.com/e/_c3uHOBwN | https://geni.us/h6GNo
Fasteners,rbs-m3-3-2x9x0-8,"RBS M3 (3,2x9x0,8))",4,M3 Washer with Large O.D,https://s.click.aliexpress.com/e/_c3ctsHrn,https://geni.us/OP2NLH7,,,https://s.click.aliexpress.com/e/_c3ctsHrn | https://geni.us/OP2NLH7
Fasteners,lm6m-a4-70-m3,LM6M_A4-70(M3),24,M3 Lock Nut,https://s.click.aliexpress.com/e/_c3CqMkJb,https://geni.us/igAkxP,,,https://s.click.aliexpress.com/e/_c3CqMkJb | https://geni.us/igAkxP
Fasteners,ml6m-m3-nut,ML6M M3 Nut,8,M3 Nut - Low profile,https://s.click.aliexpress.com/e/_c2wZar4p,https://geni.us/jg3ct,,,https://s.click.aliexpress.com/e/_c2wZar4p | https://geni.us/jg3ct
Fasteners,heat-insert-m3-3x5,Heat insert M3 3x5,96,L=3 O.D=5,https://s.click.aliexpress.com/e/_c3VnredP,https://geni.us/5CT5Hf,,,https://s.click.aliexpress.com/e/_c3VnredP | https://geni.us/5CT5Hf
Fasteners,heat-insert-m2-3x3,Heat Insert M2 3x3,18,L=3 O.D=3,https://s.click.aliexpress.com/e/_c3VnredP,https://geni.us/odta,,,https://s.click.aliexpress.com/e/_c3VnredP | https://geni.us/odta
Fasteners,heat-insert-m2-5-3x3-5,Heat Insert M2.5 3x3.5,8,L=3 O.D=3,https://s.click.aliexpress.com/e/_c3VnredP,https://geni.us/AATZv,,,https://s.click.aliexpress.com/e/_c3VnredP | https://geni.us/AATZv
Fasteners,heat-insert-m4-4x6,Heat Insert M4 4x6,8,L=4 O.D=6,https://s.click.aliexpress.com/e/_c3VnredP,https://geni.us/Naao9e,,,https://s.click.aliexpress.com/e/_c3VnredP | https://geni.us/Naao9e
Assortment Boxes,socket-button-head-screw,Socket Button Head Screw,-,M2-M3 x 2510pcs,https://s.click.aliexpress.com/e/_c3s2tYkH,https://geni.us/Zhwry,,,https://s.click.aliexpress.com/e/_c3s2tYkH | https://geni.us/Zhwry
Assortment Boxes,socket-head-cap-screw,Socket head cap Screw,-,2500pcs M2M2.5M3,https://s.click.aliexpress.com/e/_c4CtzBjJ,https://geni.us/cEH1f,,,https://s.click.aliexpress.com/e/_c4CtzBjJ | https://geni.us/cEH1f
Assortment Boxes,socket-head-cap-screw-2,Socket head cap Screw,-,1410pcs M3M4M5,https://s.click.aliexpress.com/e/_c4CtzBjJ,https://geni.us/XJ9Pwm,,,https://s.click.aliexpress.com/e/_c4CtzBjJ | https://geni.us/XJ9Pwm
Assortment Boxes,countersunk-socket-head-cap-screw,Countersunk Socket Head Cap Screw,-,"3045pcs - M2, M3, M4, M5, M6, M8",https://s.click.aliexpress.com/e/_c4dPOZ2H,https://geni.us/cZwP7Io,,,https://s.click.aliexpress.com/e/_c4dPOZ2H | https://geni.us/cZwP7Io
Assortment Boxes,heat-insert-with-press,Heat Insert (with press),-,1040pcs - M2-M4,https://s.click.aliexpress.com/e/_c4VcldtL,https://geni.us/pHv01s,,,https://s.click.aliexpress.com/e/_c4VcldtL | https://geni.us/pHv01s
Assortment Boxes,heat-inserts,Heat Inserts,-,1400pcs - M2-M4,https://s.click.aliexpress.com/e/_c3cIZWyz,https://geni.us/yffvAR,,,https://s.click.aliexpress.com/e/_c3cIZWyz | https://geni.us/yffvAR
Assortment Boxes,lock-nut,Lock Nut,-,"230pcs M3,M4,M5,M6,M8",https://s.click.aliexpress.com/e/_c2xGmpNx,https://geni.us/ZU2w,,,https://s.click.aliexpress.com/e/_c2xGmpNx | https://geni.us/ZU2w
Filament,pc-asa-abs-petg-filament,PC / ASA / ABS / PETG Filament,-,,https://s.click.aliexpress.com/e/_c3TLvFW9,https://geni.us/enf7pY,,,https://s.click.aliexpress.com/e/_c3TLvFW9 | https://geni.us/enf7pY
Filament,pc-cf-petg-cf-pa-cf-abs-engineering-grade-filaments,PC-CF / PETG-CF / PA-CF / ABS+ (Engineering Grade Filaments),-,,https://s.click.aliexpress.com/e/_c3sc5Ef3,https://geni.us/khjmN,,,https://s.click.aliexpress.com/e/_c3sc5Ef3 | https://geni.us/khjmN
Filament,pla,PLA,-,,https://s.click.aliexpress.com/e/_c3lakGcl,https://geni.us/pBQCzkI,,,https://s.click.aliexpress.com/e/_c3lakGcl | https://geni.us/pBQCzkI
Filament,tpu,TPU,-,,https://s.click.aliexpress.com/e/_c4mEXgLb,https://geni.us/NGlAPc,,,https://s.click.aliexpress.com/e/_c4mEXgLb | https://geni.us/NGlAPc
Tools,soldering-iron-ts101,Soldering Iron TS101,-,(Recommended),https://s.click.aliexpress.com/e/_c2QmV6QP,https://geni.us/rPNNHLD,,,https://s.click.aliexpress.com/e/_c2QmV6QP | https://geni.us/rPNNHLD
Tools,heat-inset-tip-kit-for-ts101,Heat Inset Tip Kit - For TS101,-,(Recommended),https://s.click.aliexpress.com/e/_c4oAQMU5,https://geni.us/hrT4m82,,,https://s.click.aliexpress.com/e/_c4oAQMU5 | https://geni.us/hrT4m82
Tools,electric-precision-screwdriver,Electric Precision Screwdriver,-,(Recommended),https://s.click.aliexpress.com/e/_c4WbOjBf,https://geni.us/ckKSnm,,,https://s.click.aliexpress.com/e/_c4WbOjBf | https://geni.us/ckKSnm
Tools,allen-key-set,Allen Key Set,-,(Recommended),https://s.click.aliexpress.com/e/_c4dcwKsN,https://geni.us/DTXl,,,https://s.click.aliexpress.com/e/_c4dcwKsN | https://geni.us/DTXl
Tools,torx-key-set,Torx Key Set,-,(Recommended),https://s.click.aliexpress.com/e/_c3zbLorL,https://geni.us/35Em2C,,,https://s.click.aliexpress.com/e/_c3zbLorL | https://geni.us/35Em2C
Tools,torque-screwdriver,Torque Screwdriver,-,(Recommended),https://s.click.aliexpress.com/e/_c39Zxrt7,https://geni.us/ckKSnm,,,https://s.click.aliexpress.com/e/_c39Zxrt7 | https://geni.us/ckKSnm
Tools,wire-stripper,Wire stripper,-,(Recommended),,https://geni.us/SvNtLpP,,,https://geni.us/SvNtLpP
Tools,wire-cutter,Wire cutter,-,(Recommended),https://s.click.aliexpress.com/e/_c2yogYf1,https://geni.us/TFzOR4,,,https://s.click.aliexpress.com/e/_c2yogYf1 | https://geni.us/TFzOR4
Tools,heat-insert-press-tool,Heat Insert Press Tool,-,(Recommended),https://s.click.aliexpress.com/e/_c3ljOLkX,https://geni.us/g0yu0,,,https://s.click.aliexpress.com/e/_c3ljOLkX | https://geni.us/g0yu0
Tools,crimp-tool,Crimp Tool,-,(Recommended),https://s.click.aliexpress.com/e/_c4VtpJeL,https://geni.us/RH6Ac9,,,https://s.click.aliexpress.com/e/_c4VtpJeL | https://geni.us/RH6Ac9
Tools,soldering-iron-generic-alternative,Soldering Iron - Generic (Alternative),-,Budget friendly alternative,https://s.click.aliexpress.com/e/_c4sOxkox,https://geni.us/Drzhe7o,,,https://s.click.aliexpress.com/e/_c4sOxkox | https://geni.us/Drzhe7o
Tools,heat-insert-tip-set-alternative,Heat insert tip - set (Alternative),-,Budget friendly alternative,https://s.click.aliexpress.com/e/_c4V88eu7,https://geni.us/aAqQH,,,https://s.click.aliexpress.com/e/_c4V88eu7 | https://geni.us/aAqQH
Tools,precision-screwdriver-set,Precision Screwdriver Set,-,Budget friendly alternative,https://s.click.aliexpress.com/e/_c3bHpwH9,https://geni.us/Kk4tgSV,,,https://s.click.aliexpress.com/e/_c3bHpwH9 | https://geni.us/Kk4tgSV
